Event Name,Event Link,Location,Date,Fight Link,Fighter_R,Fighter_B,Winner,Fighter_B_KD,Fighter_R_KD,Fighter_B_STR,Fighter_R_STR,Fighter_B_TD,Fighter_R_TD,Fighter_B_SUB,Fighter_R_SUB,Weight Class,Method,Round,Time
UFC Fight Night: Cannonier vs. Gastelum,http://www.ufcstats.com/event-details/2f13e4020cea5b38,"Las Vegas, Nevada, USA",2021-08-21,http://www.ufcstats.com/fight-details/5e2ce5aa3a92c2df,William Knight,Fabio Cherant,Red,0,1,15,14,0,0,0,0,Light Heavyweight,KO/TKO,1,3:58
UFC Fight Night: Cannonier vs. Gastelum,http://www.ufcstats.com/event-details/2f13e4020cea5b38,"Las Vegas, Nevada, USA",2021-08-21,http://www.ufcstats.com/fight-details/8badcb2134c1cdaf,Ignacio Bahamondes,Roosevelt Roberts,Red,0,1,55,105,0,0,0,0,Lightweight,KO/TKO,3,4:55
UFC Fight Night: Cannonier vs. Gastelum,http://www.ufcstats.com/event-details/2f13e4020cea5b38,"Las Vegas, Nevada, USA",2021-08-21,http://www.ufcstats.com/fight-details/47a157222b2c9092,Ramiz Brahimaj,Sasha Palatnikov,Red,0,0,1,1,0,2,0,1,Welterweight,SUB,1,2:33
UFC Fight Night: Cannonier vs. Gastelum,http://www.ufcstats.com/event-details/2f13e4020cea5b38,"Las Vegas, Nevada, USA",2021-08-21,http://www.ufcstats.com/fight-details/0b47788da6de735e,Alexandre Pantoja,Brandon Royval,Red,0,0,17,22,1,3,0,2,Flyweight,SUB,2,1:46
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/5cd1869013741767,Giga Chikadze,Edson Barboza,Red,0,2,33,60,0,0,0,2,Featherweight,KO/TKO,3,1:44
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/5086f9fb4fdc2f60,Bryan Battle,Gilbert Urbina,Red,0,0,45,46,2,1,0,1,Middleweight,SUB,2,2:15
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/ed64e42263bf50bf,Ricky Turcios,Brady Hiestand,Red,0,1,66,100,6,2,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/089a17e450cc98aa,Daniel Rodriguez,Kevin Lee,Red,0,0,56,120,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/ad3aa9520131ff2e,Andre Petroski,Micheal Gillmore,Red,0,0,31,46,0,4,0,1,Middleweight,KO/TKO,3,3:12
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/e24c8aab497b4fe1,Abdul Razak Alhassan,Alessio Di Chirico,Red,0,1,1,1,0,0,0,0,Middleweight,KO/TKO,1,0:17
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/58d5e4afc2dd35d1,Wellington Turman,Sam Alvey,Red,0,0,68,69,0,2,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/0f3a91caeaa55094,Dustin Jacoby,Darren Stewart,Red,0,0,18,37,2,0,0,0,Light Heavyweight,KO/TKO,1,3:04
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/2cb9ba68fc855f33,JJ Aldrich,Vanessa Demopoulos,Red,0,0,70,93,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/ef4484943b1c68a9,Pat Sabatini,Jamall Emmers,Red,0,0,10,1,0,0,1,2,Featherweight,SUB,1,1:53
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/be4890f4aaadec28,Mana Martinez,Guido Cannetti,Red,0,0,66,79,0,2,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Chikadze,http://www.ufcstats.com/event-details/0db9d2486d564a3c,"Las Vegas, Nevada, USA",2021-08-28,http://www.ufcstats.com/fight-details/1de342e9309c5f0f,Gerald Meerschaert,Makhmud Muradov,Red,0,0,40,32,0,3,0,1,Middleweight,SUB,2,1:49
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/14f2bb86fd888e91,Derek Brunson,Darren Till,Red,0,0,26,41,0,3,0,1,Middleweight,SUB,3,2:13
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/b977ffcc6428046f,Tom Aspinall,Serghei Spivac,Red,0,1,0,16,0,0,0,0,Heavyweight,KO/TKO,1,2:30
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/ad81be01a461c936,Khalil Rountree Jr.,Modestas Bukauskas,Red,0,1,23,38,0,0,0,0,Light Heavyweight,KO/TKO,2,2:30
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/f09912e9d8eaa968,Alex Morono,David Zawada,Red,0,0,86,90,1,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/06c0c7dda5a5909d,Molly McCann,Ji Yeon Kim,Red,0,0,122,127,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/4fc128b1bdf088b1,Jack Shore,Liudvik Sholinian,Red,0,0,19,92,0,2,0,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/3f76035e52e8819b,Julian Erosa,Charles Jourdain,Red,1,0,85,103,0,2,0,1,Catch Weight,SUB,3,2:56
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/a7c38d4d66abf923,Marc-Andre Barriault,Dalcha Lungiambula,Red,0,0,85,118,2,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Till,http://www.ufcstats.com/event-details/b9532d815060de7f,"Las Vegas, Nevada, USA",2021-09-04,http://www.ufcstats.com/fight-details/8fc238e84c4624a7,Paddy Pimblett,Luigi Vendramini,Red,0,1,25,47,1,0,0,0,Lightweight,KO/TKO,1,4:25
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/d1621b3da377f34b,Anthony Smith,Ryan Spann,Red,0,2,8,17,0,0,0,1,Light Heavyweight,SUB,1,3:47
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/4b5f9b7c31d1205d,Ion Cutelaba,Devin Clark,Red,0,1,23,64,1,8,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/ceaf7ed5ade30d9f,Ariane da Silva,Mandy Bohm,Red,0,2,36,87,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/13a8ddb1c3f55ed4,Arman Tsarukyan,Christos Giagos,Red,0,1,1,22,0,0,0,0,Lightweight,KO/TKO,1,2:09
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/576b795e33ddd62d,Nate Maness,Tony Gravely,Red,1,1,36,31,1,1,0,0,Bantamweight,KO/TKO,2,2:10
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/d06495deb1ff1750,Tafon Nchukwi,Mike Rodriguez,Red,0,0,49,116,0,3,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/401f5f4714132d50,Joaquin Buckley,Antonio Arroyo,Red,0,1,21,41,0,1,0,0,Middleweight,KO/TKO,3,2:26
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/85e5498808346d6b,Rongzhu,Brandon Jenkins,Red,0,1,41,86,0,6,0,0,Lightweight,KO/TKO,3,4:35
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/dc870fab1e0f15e1,Montel Jackson,JP Buys,Red,0,4,8,25,1,4,3,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/0ce63c2148e70b4c,Erin Blanchfield,Sarah Alpar,Red,0,0,41,120,0,3,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/06b3226c34c17001,Carlston Harris,Impa Kasanganay,Red,0,1,6,24,0,0,0,0,Welterweight,KO/TKO,1,2:38
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/178756c3cb23b884,Gustavo Lopez,Alatengheili,Blue,0,0,36,44,0,3,0,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/eb10feae98ea7d36,Hannah Goldy,Emily Whitmire,Red,0,0,5,10,2,0,0,1,Women's Flyweight,SUB,1,4:17
UFC Fight Night: Smith vs. Spann,http://www.ufcstats.com/event-details/4c27ca8c8481f79a,"Las Vegas, Nevada, USA",2021-09-18,http://www.ufcstats.com/fight-details/2d42742aade53799,Raquel Pennington,Pannie Kianzad,Red,0,0,50,48,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/18f1b88d8977c216,Alexander Volkanovski,Brian Ortega,Red,0,0,88,214,2,0,3,0,Featherweight,U-DEC,5,5:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/7233b2a56438d77a,Valentina Shevchenko,Lauren Murphy,Red,0,0,11,98,0,3,0,0,Women's Flyweight,KO/TKO,4,4:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/92e006a93f983fb5,Robbie Lawler,Nick Diaz,Red,0,0,150,131,0,0,0,0,Middleweight,KO/TKO,3,0:44
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/f4df74046a1c4364,Curtis Blaydes,Jairzinho Rozenstruik,Red,0,0,18,32,0,3,0,0,Heavyweight,U-DEC,3,5:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/f4a2806f77ac1cdc,Jessica Andrade,Cynthia Calvillo,Red,0,0,27,48,0,0,0,0,Women's Flyweight,KO/TKO,1,4:54
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/bc276e0f07e30a54,Merab Dvalishvili,Marlon Moraes,Red,1,0,29,69,0,4,0,0,Bantamweight,KO/TKO,2,4:25
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/f085f32bbb3220e1,Chris Daukaus,Shamil Abdurakhimov,Red,0,2,23,38,0,0,0,0,Heavyweight,KO/TKO,2,1:23
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/e7bb37681652c2c2,Taila Santos,Roxanne Modafferi,Red,0,1,18,55,0,5,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/7484298ad57099be,Jonathan Pearce,Omar Morales,Red,0,0,12,12,0,6,0,1,Featherweight,SUB,2,3:31
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/73f6b72b4889088f,Matthew Semelsberger,Martin Sano,Red,0,1,1,3,0,0,0,0,Welterweight,KO/TKO,1,0:15
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/b3c23fb2d71bba51,Dan Hooker,Nasrat Haqparast,Red,0,0,27,73,0,3,0,0,Lightweight,U-DEC,3,5:00
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/7abc4520f63f2c06,Jalin Turner,Uros Medic,Red,0,0,6,25,0,1,0,1,Lightweight,SUB,1,4:01
UFC 266: Volkanovski vs. Ortega,http://www.ufcstats.com/event-details/0eec866a077889f0,"Las Vegas, Nevada, USA",2021-09-25,http://www.ufcstats.com/fight-details/d8189169b2c8a2aa,Nick Maximov,Cody Brundage,Red,0,0,28,14,0,4,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/37c484012ef24a5b,Thiago Santos,Johnny Walker,Red,0,0,48,44,0,0,0,0,Light Heavyweight,U-DEC,5,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/ce151e053721fe69,Kevin Holland,Kyle Daukaus,Blue,0,0,9,3,1,0,3,0,Middleweight,Overturned,1,3:43
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/9c33c8d4a381ba70,Niko Price,Alex Oliveira,Red,0,0,65,64,1,1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/dba710edbc3c29ff,Krzysztof Jotko,Misha Cirkunov,Red,0,0,41,41,5,1,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/3b7eb8e56052a2af,Jared Gordon,Joe Solecki,Red,0,0,38,51,4,1,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/a00b4e82f9d4f92c,Alexander Hernandez,Mike Breeden,Red,0,1,6,20,0,0,0,0,Lightweight,KO/TKO,1,1:20
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/16d31775a8dcb31d,Karol Rosa,Bethe Correia,Red,0,0,62,125,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/dfa2f5c821a52c63,Jamie Mullarkey,Devonte Smith,Red,0,1,29,55,0,1,0,0,Lightweight,KO/TKO,2,2:51
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/5f444eac11e55161,Douglas Silva de Andrade,Gaetano Pirrello,Red,0,1,5,10,0,0,0,0,Bantamweight,KO/TKO,1,2:04
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/c1e5859053263811,Stephanie Egger,Shanna Young,Red,0,0,22,29,0,2,2,0,Women's Bantamweight,KO/TKO,2,2:22
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/e7423a91a253b416,Alejandro Perez,Johnny Eduardo,Red,0,0,31,23,1,1,0,2,Bantamweight,SUB,2,4:13
UFC Fight Night: Santos vs. Walker,http://www.ufcstats.com/event-details/e15d0a2519d6a0b5,"Las Vegas, Nevada, USA",2021-10-02,http://www.ufcstats.com/fight-details/6832e9e62da0f9d3,Casey O'Neill,Antonina Shevchenko,Red,0,0,40,52,0,3,0,0,Women's Flyweight,KO/TKO,2,4:47
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/149d6b90f33634a4,Marina Rodriguez,Mackenzie Dern,Red,0,0,49,144,1,0,1,1,Women's Strawweight,U-DEC,5,5:00
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/d5ffdb5388ffabc6,Randy Brown,Jared Gooden,Red,0,0,81,115,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/20f19439e9b100b0,Matheus Nicolau,Tim Elliott,Red,0,0,70,64,1,1,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/38957d8eb185391c,Mariya Agapova,Sabina Mazo,Red,0,1,62,93,0,0,0,1,Women's Flyweight,SUB,3,0:53
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/6101249c2cdd1493,Chris Gutierrez,Felipe Colares,Red,0,0,41,96,1,0,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/df16b9c2fc9722e9,Damon Jackson,Charles Rosa,Red,0,0,34,41,2,6,0,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/f526892a27b50576,Loopy Godinez,Silvana Gomez Juarez,Red,0,0,3,11,0,5,0,1,Women's Strawweight,SUB,1,4:14
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/ddb927b0dfcfac2a,Steve Garcia,Charlie Ontiveros,Red,2,0,7,34,0,3,0,0,Lightweight,KO/TKO,2,1:51
UFC Fight Night: Dern vs. Rodriguez,http://www.ufcstats.com/event-details/d247691a6c0e9034,"Las Vegas, Nevada, USA",2021-10-09,http://www.ufcstats.com/fight-details/777c65184aa63894,Alexandr Romanov,Jared Vanderaa,Red,0,0,13,56,0,5,0,0,Heavyweight,KO/TKO,2,4:43
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/330e67abac6e5ce7,Norma Dumont,Aspen Ladd,Red,0,0,33,65,0,1,0,0,Women's Featherweight,U-DEC,5,5:00
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/188b63ec6ee1c1c9,Andrei Arlovski,Carlos Felipe,Red,0,0,73,83,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/d9ca00b3c62a874d,Jim Miller,Erick Gonzalez,Red,0,1,14,32,1,1,0,0,Lightweight,KO/TKO,2,0:14
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/a2e1116a9fe84aa9,Nate Landwehr,Ludovit Klein,Red,0,0,42,71,0,1,0,2,Featherweight,SUB,3,2:22
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/b193e2317b21125c,Manon Fiorot,Mayra Bueno Silva,Red,0,0,48,91,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/e3881a6895be3e9e,Danny Roberts,Ramazan Emeev,Red,0,0,40,34,2,1,1,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/be8bee783d22bee2,Luana Carolina,Loopy Godinez,Red,0,0,23,53,2,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/cf020c71f1dbfa0b,Batgerel Danaa,Brandon Davis,Red,0,1,7,22,0,0,0,0,Bantamweight,KO/TKO,1,2:01
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/814d481e79e9a525,Ariane Carnelossi,Istela Nunes,Red,0,0,62,36,0,5,0,1,Women's Strawweight,SUB,3,2:57
UFC Fight Night: Ladd vs. Dumont,http://www.ufcstats.com/event-details/8f4616698508f24d,"Las Vegas, Nevada, USA",2021-10-16,http://www.ufcstats.com/fight-details/fefa96b6d939ffea,Bruno Silva,Andrew Sanchez,Red,0,0,33,70,7,0,0,0,Middleweight,KO/TKO,3,2:35
UFC Fight Night: Costa vs. Vettori,http://www.ufcstats.com/event-details/8a9c6c4301f6d088,"Las Vegas, Nevada, USA",2021-10-23,http://www.ufcstats.com/fight-details/7151ae256e6c181b,Jonathan Martinez,Zviad Lazishvili,Red,0,0,63,92,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Costa vs. Vettori,http://www.ufcstats.com/event-details/8a9c6c4301f6d088,"Las Vegas, Nevada, USA",2021-10-23,http://www.ufcstats.com/fight-details/61d9eff5fa4c8578,Randa Markos,Livinha Souza,Red,0,0,11,65,3,0,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Costa vs. Vettori,http://www.ufcstats.com/event-details/8a9c6c4301f6d088,"Las Vegas, Nevada, USA",2021-10-23,http://www.ufcstats.com/fight-details/acec5f4c6fee1ae2,Jeff Molina,Daniel Lacerda,Red,0,1,20,47,0,0,0,0,Flyweight,KO/TKO,2,0:46
UFC Fight Night: Costa vs. Vettori,http://www.ufcstats.com/event-details/8a9c6c4301f6d088,"Las Vegas, Nevada, USA",2021-10-23,http://www.ufcstats.com/fight-details/6d7eecf4acecda2a,Jai Herbert,Khama Worthy,Red,0,1,11,24,0,0,0,0,Lightweight,KO/TKO,1,2:47
UFC Fight Night: Costa vs. Vettori,http://www.ufcstats.com/event-details/8a9c6c4301f6d088,"Las Vegas, Nevada, USA",2021-10-23,http://www.ufcstats.com/fight-details/85f920746c58d0a6,Jamie Pickett,Laureano Staropoli,Red,0,0,25,47,1,2,0,0,Middleweight,U-DEC,3,5:00
